호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
장항선,아산,60 ,1 ,960 ,1714 ,2727 ,4535 ,7791 ,6513 ,10467 ,11342 ,6028 ,8555 ,5800 ,8887 ,7125 ,7050 ,7860 ,8138 ,7927 ,7829 ,8857 ,5786 ,12091 ,7303 ,10653 ,7716 ,10744 ,9903 ,13435 ,11200 ,10564 ,6721 ,7116 ,5718 ,7211 ,3860 ,6762 ,3187 ,3685 ,1960 ,91 ,532 ,0 ,0 ,0 ,0 ,0 ,0 
장항선,탕정,51 ,0 ,1053 ,145 ,2208 ,976 ,4733 ,1989 ,4988 ,3720 ,3048 ,2177 ,2743 ,2219 ,2671 ,2277 ,2774 ,2390 ,2954 ,2684 ,3167 ,1971 ,3725 ,2285 ,3609 ,4256 ,4205 ,4846 ,4502 ,5121 ,3049 ,3527 ,2084 ,3023 ,2132 ,2515 ,1907 ,2139 ,953 ,1676 ,68 ,262 ,0 ,0 ,0 ,0 ,0 ,0 
장항선,배방,69 ,2 ,1381 ,282 ,1982 ,1189 ,4331 ,1363 ,4003 ,2386 ,3156 ,1640 ,2447 ,1404 ,2287 ,1761 ,2376 ,1792 ,2281 ,2053 ,2401 ,1888 ,2302 ,2190 ,2312 ,3580 ,2713 ,4445 ,3065 ,4851 ,2105 ,3272 ,1248 ,2546 ,1285 ,2126 ,1065 ,1814 ,821 ,1550 ,58 ,233 ,0 ,0 ,0 ,0 ,0 ,0 
장항선,온양온천,795 ,3 ,2001 ,601 ,5246 ,2641 ,10859 ,6966 ,12161 ,8900 ,10626 ,11454 ,10066 ,10875 ,10359 ,15302 ,11974 ,11585 ,13763 ,11737 ,13630 ,7820 ,12542 ,9225 ,12188 ,11057 ,8973 ,12521 ,10482 ,11922 ,4852 ,9196 ,3514 ,6850 ,2989 ,6353 ,2042 ,4514 ,1310 ,3309 ,23 ,869 ,0 ,0 ,0 ,0 ,0 ,0 
장항선,신창(순천향대),325 ,1 ,667 ,189 ,1440 ,658 ,2916 ,3922 ,2193 ,12197 ,2352 ,6678 ,3620 ,8920 ,4160 ,5876 ,4212 ,4818 ,5934 ,4676 ,7600 ,3245 ,5879 ,2632 ,10890 ,3207 ,8740 ,2377 ,9613 ,4383 ,3373 ,2911 ,2750 ,2983 ,3392 ,3408 ,921 ,3221 ,1138 ,2021 ,2 ,707 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,신촌,0 ,0 ,307 ,7 ,391 ,1360 ,693 ,4996 ,595 ,6566 ,810 ,5277 ,681 ,2527 ,696 ,1421 ,1024 ,1739 ,1099 ,2349 ,1188 ,1330 ,1787 ,977 ,2512 ,1187 ,5105 ,1653 ,4696 ,2201 ,2916 ,1266 ,1319 ,854 ,1564 ,461 ,1294 ,181 ,579 ,423 ,6 ,87 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,효창공원앞,4 ,0 ,744 ,183 ,2331 ,2703 ,5858 ,6525 ,8917 ,19729 ,5794 ,10293 ,3776 ,4841 ,3837 ,4250 ,4220 ,3901 ,4642 ,4233 ,4567 ,4067 ,5521 ,4468 ,7065 ,5039 ,9067 ,6449 ,14833 ,8804 ,6172 ,6617 ,4435 ,4636 ,3733 ,4535 ,2872 ,3960 ,1280 ,2752 ,68 ,346 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,서강대,1 ,0 ,589 ,128 ,1806 ,1503 ,3297 ,3022 ,4384 ,10207 ,3612 ,6648 ,3058 ,5481 ,3029 ,3819 ,3410 ,3597 ,3864 ,4276 ,4109 ,3551 ,4372 ,3451 ,5811 ,4498 ,7271 ,4703 ,7316 ,4917 ,4326 ,3932 ,3985 ,2563 ,4385 ,2727 ,3971 ,2267 ,1514 ,1387 ,22 ,200 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,가좌,16 ,2 ,3535 ,251 ,8837 ,2853 ,26344 ,4377 ,29413 ,11127 ,13837 ,9526 ,10466 ,7650 ,9740 ,6705 ,9945 ,6708 ,8477 ,8806 ,8239 ,8285 ,8995 ,10531 ,10304 ,11472 ,9683 ,15842 ,10297 ,22883 ,6341 ,18105 ,4989 ,10343 ,3988 ,7529 ,3118 ,7203 ,1245 ,5455 ,27 ,598 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,수색,12 ,0 ,1770 ,359 ,4496 ,2910 ,9577 ,6606 ,11816 ,18087 ,6646 ,9468 ,4724 ,4192 ,4362 ,3444 ,4296 ,3619 ,4244 ,4251 ,4091 ,3600 ,4467 ,4355 ,5833 ,5553 ,9504 ,7795 ,13343 ,9270 ,6362 ,7086 ,3714 ,4980 ,2767 ,3631 ,1922 ,3920 ,958 ,2691 ,21 ,476 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,한국항공대,1 ,1 ,728 ,515 ,1941 ,1611 ,4772 ,2810 ,5479 ,12495 ,4022 ,11977 ,3930 ,10889 ,5333 ,4710 ,4914 ,5874 ,5027 ,6327 ,8030 ,4817 ,7708 ,3288 ,11662 ,3538 ,9733 ,3684 ,8233 ,4492 ,4690 ,3514 ,3152 ,2607 ,3116 ,2444 ,2448 ,2656 ,1885 ,1967 ,142 ,686 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,강매,0 ,0 ,2438 ,232 ,8210 ,864 ,20483 ,1285 ,18998 ,3985 ,9384 ,1485 ,6231 ,1630 ,5071 ,1723 ,4939 ,2223 ,4119 ,2659 ,3413 ,3012 ,3114 ,4425 ,3621 ,5713 ,3296 ,8326 ,4037 ,13443 ,1481 ,12037 ,1001 ,7374 ,770 ,6449 ,532 ,5744 ,267 ,3560 ,8 ,1272 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,행신,1 ,1 ,4434 ,1709 ,15550 ,5147 ,41831 ,6338 ,36407 ,10875 ,17775 ,7788 ,14205 ,6421 ,13030 ,7900 ,11966 ,8674 ,9938 ,10343 ,8578 ,9314 ,7998 ,11909 ,12319 ,16753 ,14470 ,22577 ,10100 ,40364 ,7068 ,29937 ,7943 ,15725 ,7297 ,14773 ,6266 ,12251 ,2853 ,7501 ,92 ,2957 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,능곡,70 ,0 ,4426 ,739 ,10195 ,2282 ,23721 ,3597 ,20663 ,8374 ,12203 ,5214 ,8995 ,4405 ,8147 ,5099 ,7683 ,5332 ,7447 ,6154 ,6761 ,6026 ,6727 ,7817 ,7513 ,9748 ,7844 ,12479 ,7367 ,18443 ,4389 ,13850 ,3235 ,9563 ,2613 ,8535 ,1505 ,7973 ,768 ,4969 ,53 ,2783 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,곡산,44 ,0 ,459 ,98 ,1043 ,884 ,1945 ,1880 ,1878 ,3324 ,1276 ,1247 ,1136 ,1143 ,969 ,890 ,939 ,993 ,866 ,966 ,1257 ,969 ,1232 ,1025 ,1468 ,1096 ,2239 ,1561 ,2665 ,2153 ,830 ,1365 ,485 ,852 ,428 ,919 ,217 ,615 ,80 ,466 ,4 ,80 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,백마,228 ,1 ,5838 ,915 ,18024 ,6766 ,38761 ,7033 ,29724 ,11903 ,17438 ,7296 ,13501 ,5598 ,11844 ,5004 ,11949 ,6805 ,10073 ,7964 ,8831 ,9046 ,10005 ,10529 ,12937 ,12831 ,12675 ,18882 ,12193 ,30630 ,5773 ,28008 ,4173 ,14276 ,3908 ,16508 ,3560 ,12865 ,950 ,10829 ,96 ,1370 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,풍산,387 ,1 ,4544 ,351 ,11765 ,3609 ,26853 ,5014 ,23033 ,8947 ,15027 ,6714 ,11346 ,5841 ,10264 ,7463 ,9983 ,8159 ,9824 ,7958 ,9316 ,7535 ,9677 ,8889 ,10870 ,11738 ,11319 ,16200 ,9917 ,22609 ,5497 ,18307 ,4661 ,12819 ,4863 ,11696 ,2870 ,9554 ,862 ,7476 ,117 ,1298 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,일산,1407 ,7 ,9009 ,856 ,28307 ,3726 ,57311 ,8998 ,41238 ,21524 ,26144 ,10742 ,19579 ,9174 ,18855 ,10972 ,17933 ,13062 ,16804 ,14068 ,14699 ,15362 ,16337 ,17057 ,22130 ,19865 ,16197 ,29793 ,15292 ,44109 ,8782 ,41373 ,6140 ,20756 ,4858 ,22786 ,4701 ,18646 ,1416 ,11460 ,136 ,4378 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,탄현,28 ,0 ,7133 ,450 ,22674 ,3425 ,40434 ,6355 ,30986 ,10856 ,19851 ,6037 ,14221 ,4863 ,12833 ,5658 ,12129 ,6865 ,10760 ,7710 ,9449 ,9714 ,10017 ,11063 ,11407 ,14515 ,11344 ,23174 ,11860 ,31846 ,6198 ,33093 ,4868 ,16322 ,3994 ,16125 ,3257 ,13202 ,1195 ,8627 ,113 ,2824 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,야당,41 ,2 ,6427 ,393 ,19611 ,3346 ,37731 ,5428 ,34862 ,10205 ,18963 ,8662 ,14238 ,6895 ,13274 ,8373 ,13034 ,9915 ,11999 ,10576 ,10828 ,12942 ,11650 ,14938 ,12676 ,22577 ,13853 ,30518 ,12411 ,39818 ,9358 ,34812 ,9736 ,18596 ,10362 ,16383 ,9192 ,13297 ,4626 ,10376 ,882 ,2937 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,운정,77 ,0 ,5241 ,794 ,23700 ,8996 ,36428 ,8394 ,34683 ,12045 ,18504 ,7649 ,13879 ,5910 ,12223 ,6778 ,11506 ,7553 ,10716 ,7315 ,8806 ,8966 ,10220 ,10751 ,13811 ,18056 ,14676 ,21768 ,13383 ,28938 ,6707 ,25940 ,4898 ,14799 ,3922 ,13677 ,2896 ,11296 ,822 ,7586 ,104 ,1927 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,금릉,46 ,2 ,3602 ,218 ,14129 ,2569 ,22969 ,6602 ,18948 ,11827 ,11718 ,6269 ,9619 ,4930 ,9773 ,5190 ,9243 ,5920 ,7988 ,6977 ,7372 ,7830 ,7448 ,8125 ,10424 ,11898 ,10816 ,15023 ,11779 ,18041 ,6592 ,18105 ,4605 ,10259 ,3510 ,9880 ,2694 ,8866 ,612 ,5829 ,66 ,1857 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,금촌,111 ,0 ,3989 ,371 ,10162 ,4144 ,21924 ,10155 ,20362 ,16949 ,13668 ,9272 ,11752 ,8485 ,11931 ,8210 ,12040 ,10296 ,11761 ,10093 ,11144 ,9645 ,11985 ,11343 ,13868 ,14958 ,15832 ,18301 ,17473 ,18827 ,8400 ,16276 ,6257 ,11828 ,4609 ,9779 ,3138 ,8645 ,694 ,6300 ,116 ,1855 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,월롱,33 ,1 ,534 ,17 ,941 ,2316 ,1960 ,8845 ,2394 ,11644 ,2182 ,5235 ,2001 ,2669 ,2340 ,1949 ,3472 ,2834 ,3350 ,1850 ,3180 ,1568 ,6228 ,2013 ,7134 ,2385 ,10119 ,2597 ,11237 ,2685 ,3318 ,2227 ,3408 ,2558 ,2449 ,2454 ,949 ,2378 ,73 ,1693 ,9 ,665 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,파주,81 ,1 ,905 ,4 ,1451 ,792 ,2786 ,2648 ,3292 ,5882 ,2208 ,4381 ,2146 ,2817 ,2055 ,1401 ,2886 ,1911 ,2386 ,1694 ,2456 ,1183 ,3831 ,1427 ,5582 ,1694 ,6408 ,1836 ,4592 ,1964 ,1700 ,2108 ,1024 ,1758 ,930 ,1164 ,247 ,1216 ,46 ,910 ,5 ,351 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,문산,1148 ,3 ,3079 ,9 ,8133 ,2960 ,17116 ,8346 ,16878 ,16172 ,12249 ,5821 ,9232 ,7689 ,9723 ,7916 ,9864 ,7476 ,9590 ,8290 ,9273 ,7282 ,10054 ,10719 ,10648 ,10497 ,14094 ,12638 ,12981 ,14165 ,5955 ,13726 ,4504 ,9866 ,3365 ,7313 ,2115 ,7720 ,157 ,4942 ,0 ,2596 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,임진강,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,257 ,32 ,496 ,18 ,11 ,135 ,10 ,4 ,3 ,19 ,14 ,220 ,86 ,141 ,31 ,560 ,74 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,운천,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,21 ,21 ,51 ,51 ,0 ,0 ,10 ,0 ,1 ,1 ,1 ,1 ,12 ,7 ,31 ,2 ,97 ,89 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,서울역,0 ,0 ,680 ,6 ,1176 ,9905 ,3202 ,29089 ,3571 ,41112 ,2579 ,25191 ,1971 ,8386 ,2194 ,5374 ,3238 ,5714 ,4319 ,6900 ,4541 ,4012 ,7610 ,3375 ,10346 ,4175 ,20306 ,5766 ,34508 ,6409 ,13344 ,3062 ,7117 ,2268 ,7057 ,1894 ,1087 ,218 ,2737 ,1088 ,1 ,111 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,공덕,31 ,10 ,675 ,124 ,1984 ,2240 ,4926 ,7652 ,6376 ,21568 ,5920 ,8535 ,6386 ,4130 ,6074 ,4024 ,5671 ,4165 ,5960 ,4175 ,6080 ,4079 ,6126 ,4125 ,7214 ,5288 ,12285 ,7206 ,18239 ,7676 ,8798 ,5375 ,7255 ,3720 ,7621 ,4187 ,6078 ,3185 ,2756 ,1965 ,189 ,342 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,홍대입구,7 ,0 ,434 ,190 ,864 ,748 ,1493 ,2267 ,1665 ,7531 ,1659 ,6544 ,1555 ,5245 ,1601 ,4392 ,2208 ,5087 ,2759 ,5653 ,3341 ,5337 ,4052 ,5713 ,5039 ,6106 ,6685 ,6170 ,8047 ,7632 ,6041 ,5453 ,5691 ,3418 ,6495 ,3156 ,6329 ,2362 ,2977 ,1584 ,77 ,286 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,디지털미디어시티,1 ,0 ,1234 ,495 ,3724 ,1577 ,11448 ,1902 ,11761 ,5037 ,7119 ,3380 ,5089 ,2457 ,4441 ,2609 ,4322 ,2891 ,3948 ,3544 ,3980 ,3242 ,4147 ,3966 ,5210 ,5130 ,5304 ,7123 ,5495 ,11972 ,3127 ,8451 ,2446 ,5539 ,2088 ,4386 ,1708 ,4461 ,932 ,3204 ,44 ,468 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,김포공항,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,계양,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경의선,검암,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,신내,41 ,0 ,1306 ,476 ,4775 ,2560 ,12766 ,5695 ,10107 ,8871 ,5246 ,2948 ,3987 ,2468 ,3563 ,2403 ,3570 ,2147 ,3306 ,3122 ,3133 ,2467 ,3783 ,4501 ,4693 ,3850 ,5100 ,6539 ,7107 ,7638 ,3158 ,6930 ,1862 ,3797 ,1679 ,2837 ,1327 ,2685 ,765 ,2108 ,112 ,836 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,갈매,13 ,1 ,2470 ,412 ,4939 ,1036 ,18440 ,3003 ,11561 ,5560 ,7655 ,2808 ,4961 ,3040 ,3689 ,2036 ,4522 ,2419 ,3558 ,3303 ,3430 ,2534 ,3529 ,5498 ,3972 ,5160 ,4137 ,7070 ,5349 ,11505 ,2514 ,8817 ,2102 ,5035 ,2659 ,4276 ,1791 ,3277 ,766 ,2061 ,27 ,761 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,별내,19 ,1 ,1937 ,932 ,5082 ,2439 ,16439 ,5034 ,12427 ,7834 ,7968 ,4260 ,5788 ,3921 ,4587 ,3437 ,5049 ,3477 ,4695 ,4337 ,4569 ,3615 ,5185 ,4911 ,6305 ,6605 ,6515 ,8762 ,6765 ,12218 ,3448 ,10370 ,2623 ,5806 ,2347 ,3935 ,1938 ,4432 ,1137 ,2063 ,65 ,606 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,퇴계원,17 ,0 ,3048 ,530 ,6210 ,1862 ,20032 ,4011 ,14128 ,5618 ,10011 ,2723 ,7321 ,3829 ,5800 ,2961 ,6379 ,3323 ,5601 ,3698 ,3935 ,4432 ,4348 ,4944 ,4255 ,7354 ,5053 ,11337 ,6127 ,12221 ,2685 ,11782 ,2038 ,6824 ,1541 ,4588 ,1161 ,5813 ,502 ,2824 ,43 ,962 ,1 ,1 ,0 ,0 ,0 ,0 
경춘선,사릉,28 ,1 ,2132 ,598 ,4402 ,1636 ,10000 ,5031 ,8499 ,4838 ,5269 ,2477 ,4051 ,2346 ,3700 ,2287 ,3293 ,2295 ,3307 ,1888 ,2499 ,3167 ,2929 ,2708 ,3168 ,4294 ,4818 ,5565 ,5278 ,7131 ,2135 ,8288 ,1451 ,3928 ,982 ,3065 ,666 ,2779 ,295 ,1771 ,19 ,518 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,금곡,16 ,1 ,1688 ,314 ,2489 ,1326 ,4726 ,2534 ,4746 ,5934 ,3714 ,2243 ,2975 ,1792 ,2898 ,1615 ,2860 ,2223 ,2504 ,1797 ,2103 ,2548 ,2657 ,2414 ,3194 ,2780 ,3634 ,3611 ,3708 ,4198 ,1360 ,3756 ,917 ,1759 ,610 ,1967 ,398 ,1652 ,207 ,1177 ,20 ,261 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,평내호평,691 ,16 ,5870 ,701 ,15105 ,1812 ,30308 ,4875 ,23919 ,10723 ,14021 ,6743 ,12144 ,5884 ,10671 ,5887 ,9974 ,7775 ,9120 ,7558 ,7623 ,9831 ,7956 ,10099 ,8465 ,12531 ,9072 ,21572 ,8882 ,22274 ,5187 ,23773 ,4515 ,11235 ,4169 ,9095 ,3627 ,8098 ,1616 ,5696 ,57 ,2386 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,천마산,0 ,0 ,1171 ,208 ,3463 ,662 ,8016 ,1568 ,6332 ,2081 ,5157 ,1850 ,3968 ,1359 ,2940 ,1932 ,2901 ,2002 ,2406 ,2098 ,2336 ,2632 ,1978 ,3374 ,2225 ,3329 ,1976 ,4757 ,2174 ,5406 ,1022 ,4334 ,652 ,3209 ,503 ,2580 ,294 ,1917 ,129 ,1030 ,10 ,299 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,마석,16 ,1 ,1484 ,442 ,8956 ,3117 ,15491 ,6378 ,14285 ,8136 ,10313 ,6072 ,8361 ,4592 ,7276 ,5706 ,8090 ,4980 ,6387 ,6827 ,6236 ,6198 ,6636 ,7904 ,7582 ,8306 ,7357 ,11456 ,7208 ,10791 ,3577 ,13318 ,2866 ,7310 ,2195 ,5732 ,1581 ,4774 ,628 ,2102 ,40 ,1038 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,대성리,0 ,0 ,2743 ,96 ,3257 ,465 ,1752 ,1024 ,1844 ,1469 ,2183 ,1175 ,2799 ,2446 ,3028 ,2372 ,1600 ,2341 ,1689 ,3463 ,2031 ,6430 ,2621 ,3525 ,2678 ,2680 ,2335 ,2294 ,1812 ,1573 ,863 ,1237 ,568 ,679 ,342 ,435 ,218 ,352 ,106 ,293 ,6 ,9 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,청평,4 ,1 ,1110 ,258 ,2288 ,1071 ,4665 ,2226 ,5600 ,4929 ,3942 ,3956 ,3842 ,4432 ,4058 ,3346 ,3663 ,4048 ,3778 ,2850 ,4485 ,3622 ,5021 ,3929 ,4814 ,4448 ,5438 ,5643 ,3708 ,4531 ,2150 ,3475 ,1356 ,2696 ,954 ,1768 ,481 ,1553 ,170 ,1298 ,8 ,310 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,상천,0 ,0 ,489 ,49 ,323 ,336 ,683 ,508 ,780 ,1294 ,582 ,1608 ,710 ,1993 ,724 ,1668 ,824 ,1209 ,1330 ,769 ,1900 ,1164 ,2005 ,822 ,1888 ,569 ,1436 ,670 ,749 ,380 ,392 ,482 ,218 ,229 ,83 ,286 ,28 ,154 ,8 ,136 ,0 ,33 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,가평,1 ,0 ,846 ,202 ,2028 ,1175 ,3875 ,2979 ,4611 ,6295 ,3488 ,5033 ,3564 ,4839 ,3833 ,6007 ,3402 ,4492 ,3897 ,4230 ,4719 ,4201 ,5610 ,4186 ,6523 ,3302 ,7308 ,4056 ,5953 ,3695 ,3056 ,3717 ,2000 ,2490 ,1246 ,1850 ,651 ,1608 ,297 ,1098 ,21 ,394 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,굴봉산,0 ,0 ,65 ,6 ,56 ,69 ,139 ,371 ,187 ,571 ,199 ,622 ,257 ,1276 ,349 ,860 ,347 ,397 ,578 ,306 ,825 ,386 ,1071 ,253 ,875 ,195 ,529 ,170 ,299 ,146 ,143 ,116 ,87 ,105 ,34 ,82 ,43 ,76 ,8 ,74 ,1 ,10 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,백양리,1 ,0 ,54 ,8 ,19 ,67 ,69 ,305 ,124 ,323 ,72 ,282 ,211 ,686 ,303 ,443 ,236 ,272 ,335 ,259 ,452 ,306 ,555 ,143 ,434 ,125 ,409 ,68 ,207 ,131 ,71 ,41 ,41 ,48 ,33 ,51 ,41 ,21 ,16 ,29 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,강촌,2 ,0 ,167 ,60 ,318 ,178 ,443 ,401 ,627 ,2519 ,614 ,2183 ,772 ,2628 ,1106 ,2543 ,1024 ,1164 ,1218 ,908 ,2021 ,1132 ,2671 ,693 ,3099 ,793 ,2256 ,750 ,1208 ,766 ,686 ,460 ,353 ,322 ,333 ,387 ,116 ,300 ,27 ,187 ,6 ,31 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,김유정,8 ,1 ,101 ,33 ,173 ,95 ,625 ,653 ,657 ,1111 ,415 ,1291 ,556 ,2211 ,618 ,2429 ,814 ,1826 ,1195 ,1372 ,1587 ,1095 ,1938 ,943 ,2050 ,770 ,1838 ,820 ,1224 ,680 ,583 ,414 ,293 ,312 ,127 ,244 ,44 ,195 ,21 ,129 ,8 ,49 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,남춘천,530 ,1 ,1446 ,15 ,3679 ,911 ,4884 ,2928 ,6179 ,5576 ,6115 ,6499 ,5895 ,5327 ,5326 ,10306 ,6127 ,8470 ,7010 ,5978 ,7897 ,4533 ,8212 ,6251 ,8328 ,5100 ,7279 ,6417 ,5908 ,6256 ,4191 ,9315 ,3475 ,3901 ,2945 ,3734 ,1729 ,4753 ,596 ,2187 ,5 ,2094 ,0 ,0 ,0 ,0 ,0 ,0 
경춘선,춘천,360 ,0 ,625 ,8 ,1622 ,435 ,1901 ,1814 ,2620 ,4380 ,2900 ,6489 ,2429 ,4800 ,2967 ,5855 ,3097 ,4324 ,4242 ,4057 ,5234 ,2591 ,7729 ,3248 ,8860 ,2310 ,7412 ,2600 ,5104 ,2331 ,3245 ,3198 ,2048 ,1387 ,1276 ,1603 ,748 ,1188 ,215 ,1337 ,3 ,656 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,고색,674 ,2 ,3497 ,467 ,9123 ,3258 ,19668 ,18475 ,16777 ,28358 ,7972 ,7027 ,5255 ,3826 ,5526 ,4609 ,5857 ,4843 ,5330 ,4460 ,4920 ,4851 ,5773 ,5328 ,7677 ,7476 ,18681 ,9813 ,23185 ,13338 ,7526 ,13676 ,6599 ,8920 ,4538 ,6885 ,2543 ,5947 ,860 ,3848 ,5 ,2039 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,오목천,27 ,0 ,1075 ,369 ,6642 ,1989 ,15733 ,5882 ,16499 ,14948 ,9418 ,8644 ,7055 ,5577 ,7354 ,5000 ,9054 ,5649 ,7341 ,6482 ,6816 ,4887 ,9605 ,5957 ,13184 ,8465 ,11504 ,8241 ,12015 ,14710 ,5847 ,9591 ,3606 ,5546 ,3529 ,5044 ,2678 ,6130 ,996 ,3777 ,11 ,338 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,어천,1 ,0 ,363 ,103 ,1563 ,1817 ,3710 ,3792 ,3583 ,3604 ,3034 ,1663 ,2612 ,1557 ,2714 ,1736 ,2295 ,1811 ,2299 ,2132 ,1934 ,2006 ,2546 ,2060 ,4095 ,3264 ,3768 ,3050 ,4571 ,4550 ,1827 ,2704 ,1277 ,1689 ,653 ,1845 ,490 ,1458 ,168 ,763 ,0 ,95 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,야목,0 ,0 ,187 ,111 ,672 ,812 ,1345 ,947 ,1341 ,813 ,1029 ,525 ,737 ,726 ,634 ,495 ,677 ,428 ,645 ,579 ,578 ,456 ,803 ,537 ,1393 ,819 ,1274 ,860 ,1019 ,1178 ,515 ,854 ,278 ,446 ,190 ,496 ,125 ,373 ,88 ,276 ,3 ,52 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,사리,3 ,0 ,5191 ,379 ,12231 ,1743 ,27759 ,3848 ,23996 ,5407 ,12999 ,2892 ,9757 ,2935 ,8084 ,2985 ,8218 ,4019 ,7570 ,5455 ,5617 ,5127 ,5719 ,6939 ,6510 ,11048 ,7374 ,13060 ,6843 ,22110 ,4232 ,15480 ,2679 ,10072 ,2251 ,10520 ,2389 ,8163 ,789 ,6445 ,44 ,706 ,0 ,0 ,0 ,0 ,0 ,0 
