호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
수인선,달월,0 ,0 ,16 ,56 ,73 ,151 ,141 ,168 ,199 ,305 ,99 ,109 ,99 ,134 ,114 ,127 ,122 ,137 ,107 ,169 ,140 ,112 ,155 ,90 ,381 ,158 ,424 ,158 ,1043 ,139 ,82 ,65 ,62 ,52 ,42 ,47 ,18 ,56 ,14 ,36 ,3 ,5 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,월곶,0 ,0 ,1681 ,301 ,5541 ,1499 ,12649 ,1973 ,12390 ,3049 ,7269 ,3074 ,4663 ,4469 ,4808 ,4512 ,4694 ,4915 ,4363 ,4636 ,4133 ,4191 ,4445 ,5175 ,5191 ,6371 ,5321 ,7928 ,6659 ,10867 ,3429 ,6271 ,2329 ,4486 ,1997 ,4448 ,1401 ,3773 ,548 ,2098 ,4 ,389 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,소래포구,46 ,0 ,3198 ,439 ,8656 ,3320 ,18537 ,3839 ,15319 ,7213 ,9350 ,6126 ,7584 ,8098 ,9114 ,15092 ,9565 ,15742 ,10857 ,11844 ,14212 ,10611 ,16281 ,9619 ,14440 ,10866 ,11412 ,12284 ,8983 ,15525 ,5724 ,10597 ,4270 ,7377 ,3891 ,7004 ,2808 ,5931 ,1478 ,3765 ,33 ,768 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,인천논현,6 ,0 ,3112 ,632 ,7731 ,4571 ,16681 ,9040 ,15446 ,13932 ,9882 ,10116 ,8520 ,6871 ,8846 ,7223 ,10176 ,8497 ,8467 ,9745 ,8313 ,9737 ,9434 ,10341 ,10810 ,13239 ,12217 ,17229 ,12693 ,20098 ,7278 ,12913 ,7129 ,9090 ,6832 ,7675 ,5147 ,5891 ,2650 ,3889 ,19 ,830 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,호구포,7 ,0 ,2161 ,767 ,3691 ,6629 ,7830 ,18494 ,9051 ,22804 ,5670 ,4535 ,4620 ,3128 ,4997 ,3427 ,5503 ,3870 ,5024 ,3858 ,5076 ,4052 ,5206 ,4402 ,6124 ,5903 ,16414 ,7320 ,17188 ,8039 ,5899 ,7007 ,5826 ,5067 ,4109 ,4170 ,2013 ,3179 ,941 ,2454 ,5 ,450 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,남동인더스파크,1 ,0 ,419 ,805 ,1047 ,4437 ,1450 ,18452 ,2137 ,20784 ,1428 ,3683 ,1475 ,1446 ,1775 ,1502 ,2077 ,1511 ,1793 ,1653 ,2148 ,1299 ,2750 ,1237 ,3998 ,1283 ,14511 ,1821 ,11424 ,2032 ,4611 ,2034 ,4547 ,1572 ,2067 ,998 ,546 ,647 ,167 ,383 ,3 ,34 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,원인재,26 ,0 ,3631 ,715 ,7521 ,2611 ,15216 ,6541 ,17933 ,8565 ,10265 ,4661 ,8021 ,4816 ,7392 ,5707 ,7883 ,6402 ,7722 ,7011 ,6596 ,6860 ,7431 ,9400 ,7327 ,10977 ,8803 ,14507 ,8722 ,17812 ,5404 ,12385 ,4529 ,8509 ,4053 ,8250 ,2903 ,6842 ,1585 ,4774 ,42 ,834 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,연수,8 ,0 ,3179 ,843 ,7827 ,2262 ,16648 ,5571 ,15098 ,13407 ,8232 ,8473 ,7197 ,6740 ,7460 ,6533 ,9292 ,7582 ,8665 ,8162 ,8328 ,7373 ,8854 ,8343 ,9292 ,11140 ,9798 ,15260 ,11036 ,17360 ,6180 ,11837 ,5836 ,8463 ,6193 ,6982 ,4546 ,4943 ,2429 ,3321 ,34 ,678 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,송도,14 ,1 ,2447 ,470 ,5267 ,1801 ,10155 ,2525 ,10179 ,4820 ,5102 ,2951 ,4276 ,2419 ,4720 ,2791 ,5069 ,4417 ,4699 ,3824 ,4067 ,4030 ,4947 ,5062 ,5467 ,5810 ,4816 ,7457 ,4141 ,8541 ,2541 ,6085 ,1765 ,3569 ,1357 ,3658 ,765 ,2617 ,359 ,1574 ,4 ,460 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,인하대,68 ,2 ,4161 ,674 ,12724 ,3966 ,26824 ,6245 ,21117 ,21953 ,10692 ,14016 ,9100 ,16394 ,10575 ,9991 ,11527 ,12339 ,11711 ,11772 ,12289 ,11798 ,15125 ,11071 ,20065 ,14106 ,20224 ,19866 ,16476 ,25640 ,9947 ,14222 ,8942 ,10374 ,8011 ,9649 ,6727 ,7048 ,4487 ,5306 ,117 ,1350 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,숭의,10 ,0 ,3879 ,1000 ,6611 ,4106 ,14173 ,8822 ,12055 ,12475 ,7542 ,5483 ,7193 ,4197 ,7112 ,4159 ,7286 ,5034 ,6431 ,5717 ,6326 ,5590 ,7334 ,5848 ,8364 ,7995 ,10513 ,9909 ,10008 ,12456 ,4992 ,7476 ,3309 ,5526 ,2622 ,5480 ,1808 ,4058 ,874 ,2579 ,11 ,604 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,신포,8 ,0 ,1262 ,306 ,1750 ,1338 ,3684 ,4504 ,3652 ,9170 ,2454 ,3551 ,2078 ,2839 ,2446 ,3377 ,2969 ,3441 ,3245 ,3633 ,3793 ,3212 ,4876 ,3631 ,6639 ,4214 ,6261 ,4244 ,6599 ,5701 ,3395 ,2610 ,2702 ,2006 ,2120 ,1630 ,1312 ,1235 ,550 ,794 ,9 ,247 ,0 ,0 ,0 ,0 ,0 ,0 
수인선,인천,118 ,4 ,784 ,298 ,1071 ,1189 ,1898 ,2787 ,2208 ,4490 ,1810 ,2479 ,1689 ,3468 ,1790 ,5767 ,2026 ,5540 ,2552 ,5030 ,3117 ,4777 ,3835 ,4486 ,4049 ,3763 ,3240 ,3777 ,2752 ,4153 ,1778 ,2762 ,1328 ,2205 ,1052 ,1576 ,646 ,1469 ,140 ,819 ,2 ,235 ,0 ,0 ,0 ,0 ,0 ,0 
경강선,판교,50 ,1 ,847 ,50 ,2594 ,7723 ,6347 ,19880 ,4298 ,38048 ,2916 ,21162 ,3198 ,12774 ,5472 ,8353 ,4474 ,7285 ,5004 ,5224 ,6938 ,5401 ,11640 ,5402 ,10783 ,5954 ,20946 ,7488 ,29342 ,7646 ,18270 ,4614 ,17619 ,2475 ,11126 ,1984 ,7187 ,1268 ,2201 ,804 ,4 ,241 ,0 ,0 ,0 ,0 ,0 ,0 
경강선,이매,10 ,1 ,672 ,61 ,1954 ,1241 ,4569 ,2716 ,3532 ,3114 ,1893 ,1598 ,1576 ,1162 ,1537 ,1043 ,1624 ,1118 ,1645 ,1329 ,1583 ,1320 ,1689 ,1603 ,2187 ,1734 ,2182 ,2675 ,2170 ,3001 ,1463 ,2242 ,1208 ,1146 ,1342 ,1002 ,1076 ,710 ,400 ,417 ,11 ,91 ,0 ,0 ,0 ,0 ,0 ,0 
경강선,삼동,1 ,0 ,1690 ,90 ,5793 ,1259 ,14597 ,2646 ,14539 ,2266 ,7991 ,1353 ,4714 ,1138 ,3596 ,1486 ,3257 ,2014 ,2627 ,2089 ,2282 ,2785 ,2227 ,3867 ,2630 ,5060 ,3415 ,8210 ,3187 ,10367 ,1476 ,7240 ,971 ,7322 ,811 ,4795 ,457 ,3671 ,109 ,1976 ,10 ,59 ,0 ,0 ,0 ,0 ,0 ,0 
경강선,경기광주,1 ,0 ,3467 ,299 ,17394 ,2543 ,45210 ,6333 ,44884 ,11349 ,22165 ,5018 ,14870 ,4952 ,12412 ,5365 ,11643 ,6784 ,9368 ,7409 ,8296 ,9121 ,8480 ,11045 ,10512 ,15501 ,11165 ,22521 ,9625 ,34773 ,4918 ,31140 ,3315 ,23698 ,2616 ,14667 ,1600 ,12558 ,560 ,6368 ,66 ,98 ,0 ,0 ,0 ,0 ,0 ,0 
경강선,초월,1 ,0 ,1701 ,272 ,7302 ,2075 ,17442 ,5109 ,18545 ,6046 ,8576 ,2403 ,5678 ,2169 ,5010 ,2392 ,4725 ,2810 ,4178 ,3106 ,3702 ,3800 ,3763 ,4556 ,5424 ,6348 ,6654 ,8300 ,5558 ,12978 ,2675 ,11573 ,1878 ,7907 ,1189 ,6773 ,627 ,6119 ,276 ,4170 ,20 ,59 ,0 ,0 ,0 ,0 ,0 ,0 
경강선,곤지암,1 ,0 ,1002 ,178 ,3099 ,2158 ,8074 ,5685 ,6994 ,8440 ,5184 ,2969 ,3619 ,3376 ,3835 ,3856 ,3958 ,4092 ,3703 ,3835 ,3612 ,4044 ,4642 ,4039 ,6105 ,4648 ,8801 ,5933 ,8456 ,6678 ,3809 ,5633 ,2171 ,3909 ,1289 ,3887 ,467 ,2802 ,165 ,1676 ,7 ,362 ,0 ,0 ,0 ,0 ,0 ,0 
경강선,신둔도예촌,2 ,0 ,827 ,22 ,3709 ,493 ,6018 ,2950 ,5165 ,4113 ,3546 ,2412 ,2844 ,1498 ,2200 ,1687 ,2444 ,1418 ,2331 ,1576 ,2237 ,1609 ,2728 ,1984 ,3706 ,2631 ,4450 ,3576 ,3834 ,5075 ,1656 ,4802 ,1183 ,3175 ,663 ,2665 ,302 ,2329 ,97 ,1297 ,1 ,423 ,0 ,0 ,0 ,0 ,0 ,0 
경강선,이천,10 ,0 ,979 ,33 ,3780 ,2063 ,9016 ,7108 ,7869 ,9135 ,6272 ,4460 ,5542 ,4263 ,5063 ,4323 ,4698 ,4285 ,4978 ,4562 ,4803 ,4612 ,4997 ,4910 ,7535 ,5956 ,7650 ,7539 ,7813 ,10002 ,4157 ,8472 ,3249 ,6615 ,2755 ,4237 ,1192 ,3910 ,542 ,1919 ,38 ,950 ,0 ,0 ,0 ,0 ,0 ,0 
경강선,부발,2 ,0 ,1092 ,33 ,3500 ,2012 ,7817 ,6646 ,6222 ,6511 ,4821 ,2048 ,3977 ,2225 ,3776 ,2170 ,3426 ,2736 ,3414 ,2490 ,3625 ,2656 ,3599 ,3159 ,4750 ,4461 ,8029 ,5190 ,5914 ,6301 ,2969 ,4859 ,2301 ,4813 ,1308 ,3841 ,825 ,3620 ,403 ,3649 ,13 ,1300 ,0 ,0 ,0 ,0 ,0 ,0 
경강선,세종대왕릉,1 ,0 ,263 ,6 ,705 ,167 ,1096 ,801 ,1027 ,848 ,921 ,852 ,810 ,817 ,676 ,822 ,666 ,780 ,737 ,554 ,896 ,732 ,859 ,687 ,960 ,926 ,1032 ,681 ,751 ,1109 ,367 ,856 ,195 ,650 ,115 ,360 ,71 ,413 ,16 ,282 ,1 ,77 ,0 ,0 ,0 ,0 ,0 ,0 
경강선,여주,14 ,1 ,2508 ,10 ,5432 ,888 ,9899 ,3979 ,7706 ,7036 ,6069 ,7393 ,5452 ,3867 ,5133 ,5781 ,5267 ,4567 ,6104 ,4595 ,6391 ,4304 ,7302 ,4863 ,8305 ,5541 ,7656 ,7419 ,6347 ,9012 ,3501 ,8763 ,2545 ,6223 ,1786 ,4018 ,884 ,5000 ,214 ,3367 ,3 ,1328 ,0 ,0 ,0 ,0 ,0 ,0 
경강선,성남,0 ,0 ,127 ,13 ,849 ,538 ,2720 ,880 ,3303 ,1364 ,1619 ,818 ,1523 ,804 ,1558 ,1001 ,1296 ,1225 ,1217 ,1216 ,1345 ,1432 ,1928 ,1792 ,1824 ,1962 ,2051 ,2633 ,1795 ,3165 ,1047 ,1948 ,863 ,1380 ,794 ,1249 ,695 ,934 ,279 ,481 ,20 ,93 ,0 ,0 ,0 ,0 ,0 ,0 
서해선,김포공항,15 ,3 ,425 ,2271 ,699 ,7875 ,1911 ,9525 ,3159 ,10860 ,3071 ,7182 ,3322 ,7439 ,3788 ,8140 ,3616 ,8568 ,5571 ,7774 ,6576 ,6879 ,6893 ,6280 ,6802 ,6456 ,8948 ,7732 ,11000 ,7141 ,7683 ,4128 ,6396 ,1802 ,6976 ,1094 ,5382 ,793 ,2007 ,935 ,57 ,336 ,0 ,0 ,0 ,0 ,0 ,0 
서해선,원종,46 ,0 ,5495 ,876 ,8248 ,2723 ,19138 ,5742 ,17383 ,8631 ,10486 ,4547 ,8083 ,4201 ,7484 ,4455 ,7947 ,5476 ,6864 ,6395 ,6181 ,6728 ,6567 ,8277 ,7918 ,10729 ,9024 ,14251 ,9520 ,19462 ,5225 ,15035 ,3977 ,8349 ,3116 ,8175 ,2447 ,6555 ,1260 ,4500 ,25 ,807 ,0 ,0 ,0 ,0 ,0 ,0 
서해선,부천종합운동장,16 ,0 ,2685 ,340 ,4396 ,1304 ,12519 ,3106 ,12601 ,3747 ,6414 ,2064 ,3627 ,1764 ,3248 ,1711 ,3259 ,1978 ,2951 ,2299 ,2626 ,2385 ,2853 ,2840 ,3617 ,4094 ,4071 ,5514 ,4807 ,9244 ,2316 ,7277 ,1600 ,4491 ,1451 ,3964 ,989 ,3646 ,447 ,2134 ,36 ,439 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,방화,53 ,1 ,5678 ,11 ,12020 ,3851 ,29575 ,6453 ,27433 ,14717 ,16018 ,8299 ,12966 ,6808 ,12088 ,7349 ,12127 ,8054 ,11824 ,9166 ,10293 ,10267 ,11765 ,11687 ,12503 ,13239 ,12077 ,15981 ,10876 ,22905 ,5870 ,20376 ,4476 ,12751 ,3253 ,11809 ,2140 ,11409 ,1045 ,7034 ,155 ,2510 ,0 ,305 ,0 ,0 ,0 ,0 
5호선,개화산,0 ,0 ,4357 ,301 ,9521 ,4557 ,23462 ,7336 ,22735 ,17541 ,12407 ,7753 ,9148 ,6056 ,8939 ,5969 ,9207 ,7065 ,8534 ,6668 ,8004 ,7022 ,7922 ,8235 ,9826 ,9979 ,13100 ,12908 ,14566 ,18205 ,6204 ,15838 ,3936 ,9932 ,3442 ,9847 ,3193 ,8500 ,971 ,4929 ,138 ,1764 ,0 ,30 ,0 ,0 ,0 ,0 
5호선,김포공항,4 ,1 ,973 ,3775 ,4411 ,10449 ,17589 ,17451 ,22611 ,23335 ,10763 ,13242 ,10710 ,14354 ,12659 ,16159 ,13258 ,15446 ,15518 ,16125 ,17619 ,15150 ,20217 ,14539 ,18644 ,14787 ,24742 ,15989 ,28826 ,15553 ,18531 ,9050 ,15589 ,4571 ,14437 ,3083 ,12667 ,2039 ,5144 ,1222 ,296 ,603 ,0 ,2 ,0 ,0 ,0 ,0 
5호선,송정,13 ,1 ,3942 ,1224 ,8864 ,4133 ,19676 ,7444 ,22453 ,12358 ,15576 ,8046 ,11803 ,6788 ,10770 ,7503 ,10918 ,8301 ,9828 ,8403 ,9706 ,8599 ,9706 ,10136 ,11700 ,11928 ,12357 ,14376 ,13092 ,19983 ,7870 ,16274 ,5831 ,10808 ,5106 ,10165 ,3914 ,9747 ,2107 ,5845 ,312 ,2191 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,마곡,3 ,0 ,2536 ,6228 ,9198 ,25886 ,26458 ,19355 ,27076 ,54234 ,15169 ,33757 ,12667 ,14820 ,12672 ,12499 ,13003 ,13202 ,14231 ,14485 ,15271 ,13218 ,20227 ,13656 ,31374 ,16726 ,42037 ,20608 ,44794 ,29630 ,21182 ,22370 ,15003 ,11910 ,12898 ,10559 ,8963 ,10632 ,3857 ,5631 ,555 ,2394 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,발산,4 ,0 ,3803 ,2491 ,11089 ,15150 ,29563 ,43795 ,31744 ,127039 ,21756 ,64346 ,21878 ,34990 ,25859 ,33600 ,29702 ,32544 ,32427 ,34021 ,35825 ,30672 ,42974 ,31460 ,49002 ,33825 ,75915 ,40980 ,97092 ,56360 ,43901 ,40545 ,37476 ,22893 ,35683 ,18167 ,29317 ,15893 ,12417 ,9986 ,1694 ,3297 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,우장산,0 ,0 ,7579 ,893 ,24730 ,5126 ,59201 ,16530 ,62672 ,25563 ,34341 ,16502 ,27402 ,13418 ,25818 ,13713 ,25812 ,17302 ,22355 ,19977 ,20134 ,21037 ,23597 ,25214 ,27869 ,31466 ,25017 ,37427 ,20733 ,58329 ,13381 ,43991 ,9781 ,27543 ,8271 ,24351 ,7019 ,23920 ,2082 ,14294 ,327 ,3855 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,화곡,388 ,4 ,24931 ,1463 ,44965 ,11399 ,121536 ,17153 ,154778 ,34687 ,77365 ,26717 ,48930 ,20062 ,43862 ,20432 ,45053 ,24789 ,41546 ,27797 ,34807 ,31872 ,33563 ,40814 ,38077 ,54593 ,39481 ,70916 ,41516 ,127712 ,24463 ,92542 ,18075 ,58834 ,14712 ,54862 ,11076 ,48088 ,4983 ,29378 ,761 ,9165 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,까치산,315 ,6 ,26438 ,1371 ,48367 ,9252 ,125894 ,11908 ,154934 ,22504 ,81657 ,18839 ,50766 ,18856 ,44491 ,21343 ,45005 ,25308 ,40766 ,28556 ,33603 ,33419 ,31559 ,46353 ,33173 ,58025 ,33208 ,74979 ,31897 ,125334 ,20869 ,97003 ,16546 ,64832 ,13453 ,61380 ,11034 ,51583 ,5205 ,31951 ,897 ,9878 ,0 ,445 ,0 ,0 ,0 ,0 
5호선,신정(은행정),131 ,3 ,13002 ,833 ,25893 ,3808 ,65011 ,9671 ,78403 ,14188 ,38636 ,8696 ,22281 ,7525 ,18747 ,8361 ,19321 ,9613 ,17046 ,11838 ,14180 ,13414 ,13399 ,17900 ,15353 ,23662 ,16265 ,31363 ,15925 ,49869 ,9004 ,36697 ,6457 ,24745 ,5430 ,23473 ,4374 ,22616 ,1802 ,12999 ,228 ,4133 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,목동,8 ,0 ,9707 ,1289 ,22374 ,5925 ,63697 ,17665 ,75104 ,27716 ,38735 ,20944 ,26959 ,15559 ,24486 ,14405 ,25378 ,17463 ,23947 ,21790 ,21495 ,22010 ,21514 ,26936 ,24031 ,34852 ,27271 ,49697 ,28805 ,82004 ,16567 ,55087 ,13956 ,33124 ,14657 ,31035 ,15364 ,28586 ,4573 ,15264 ,594 ,5326 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,오목교(목동운동장앞),5 ,0 ,5294 ,1842 ,16723 ,8541 ,54255 ,27929 ,58536 ,65623 ,33793 ,51148 ,27200 ,32939 ,27369 ,31137 ,30632 ,31096 ,30622 ,35965 ,31069 ,34118 ,34260 ,36769 ,41586 ,44318 ,51456 ,55941 ,65938 ,78538 ,35737 ,50074 ,37153 ,29952 ,29295 ,25487 ,25725 ,22648 ,7653 ,12646 ,1095 ,3873 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,양평,1 ,0 ,2650 ,939 ,7459 ,5263 ,25698 ,10413 ,30000 ,41683 ,14113 ,14463 ,8987 ,6851 ,8320 ,6308 ,9240 ,6640 ,9049 ,7356 ,8208 ,7325 ,9312 ,8143 ,11838 ,10313 ,18947 ,13758 ,33689 ,24054 ,9609 ,16272 ,6555 ,11362 ,5290 ,10381 ,3892 ,9700 ,1559 ,5769 ,203 ,1919 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,영등포구청,3 ,0 ,1331 ,835 ,2917 ,2381 ,9214 ,6939 ,13768 ,27844 ,6294 ,11395 ,4727 ,5062 ,5185 ,4454 ,5593 ,4771 ,6204 ,5231 ,5766 ,4967 ,6453 ,5242 ,7397 ,5812 ,11809 ,8165 ,24451 ,15291 ,7938 ,7876 ,5749 ,5140 ,4979 ,4798 ,3805 ,4261 ,1778 ,2533 ,285 ,656 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,영등포시장,9 ,0 ,3316 ,1184 ,6835 ,5639 ,25985 ,15104 ,36958 ,43855 ,17238 ,24395 ,12504 ,16680 ,13380 ,16838 ,15697 ,21265 ,16185 ,23983 ,17141 ,19289 ,20767 ,16459 ,25481 ,17447 ,32714 ,21100 ,44045 ,35767 ,19229 ,22186 ,13638 ,14215 ,12554 ,13357 ,8527 ,12758 ,3674 ,7850 ,512 ,1962 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,신길,71 ,1 ,2672 ,394 ,5135 ,2324 ,17424 ,5009 ,26839 ,15629 ,12132 ,6935 ,7965 ,3150 ,6392 ,3627 ,6365 ,4142 ,5880 ,4743 ,5237 ,4904 ,5381 ,6138 ,6615 ,7637 ,9460 ,12463 ,14124 ,21510 ,5854 ,13084 ,4361 ,11093 ,4113 ,11127 ,3077 ,10730 ,1648 ,6901 ,253 ,1844 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,여의도,20 ,0 ,2854 ,2761 ,4358 ,25984 ,11311 ,147453 ,15377 ,226908 ,13131 ,86256 ,15737 ,39392 ,21846 ,41205 ,22667 ,38154 ,29486 ,41875 ,34701 ,34996 ,43317 ,33287 ,58675 ,32622 ,146609 ,37089 ,177286 ,44011 ,73532 ,21581 ,62995 ,11215 ,48958 ,9240 ,28658 ,8069 ,10309 ,4530 ,1171 ,2319 ,1 ,0 ,0 ,0 ,0 ,0 
5호선,여의나루,8 ,0 ,1241 ,1536 ,3191 ,10859 ,7173 ,46485 ,10554 ,75730 ,6922 ,36102 ,6986 ,32952 ,9981 ,39199 ,15251 ,42498 ,19269 ,52192 ,28157 ,55941 ,39287 ,57570 ,49777 ,56286 ,81795 ,58113 ,96564 ,60872 ,68503 ,37156 ,72769 ,20334 ,62464 ,12386 ,47147 ,8179 ,17807 ,3803 ,1552 ,1318 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,마포,8 ,0 ,2654 ,1478 ,9462 ,7915 ,29798 ,22052 ,40521 ,75335 ,23246 ,36731 ,19361 ,18251 ,18474 ,18672 ,19078 ,17206 ,20150 ,18395 ,19195 ,16231 ,21110 ,17975 ,24030 ,22147 ,37341 ,31645 ,60672 ,47459 ,22966 ,27877 ,20144 ,18057 ,21197 ,16065 ,15513 ,14118 ,6681 ,8622 ,908 ,2291 ,1 ,0 ,0 ,0 ,0 ,0 
5호선,공덕,9 ,0 ,2003 ,1008 ,6194 ,7741 ,22649 ,32981 ,35728 ,82854 ,18465 ,39799 ,15925 ,18233 ,16882 ,17622 ,18432 ,16455 ,21620 ,17320 ,19016 ,16223 ,22025 ,17414 ,25811 ,21001 ,43323 ,32761 ,66484 ,50304 ,27295 ,25471 ,22129 ,15588 ,22151 ,14296 ,16888 ,13012 ,7476 ,7137 ,976 ,1885 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,애오개,36 ,1 ,2445 ,392 ,6371 ,3883 ,20940 ,9419 ,28452 ,27853 ,13474 ,14054 ,9942 ,7017 ,9792 ,6615 ,10620 ,6941 ,10225 ,8627 ,9656 ,8362 ,10658 ,9024 ,10951 ,10481 ,14148 ,15173 ,22246 ,22557 ,8403 ,14214 ,5844 ,9175 ,4516 ,8928 ,3259 ,8340 ,1200 ,4890 ,148 ,2390 ,3 ,356 ,0 ,0 ,0 ,0 
5호선,충정로(경기대입구),2 ,0 ,989 ,296 ,2507 ,2388 ,6126 ,15989 ,9339 ,34613 ,5543 ,14139 ,4047 ,4818 ,4988 ,4705 ,5511 ,4224 ,5792 ,5029 ,5963 ,4964 ,6384 ,4306 ,8148 ,4854 ,18416 ,6367 ,27541 ,9369 ,8415 ,5894 ,6150 ,4123 ,4759 ,4141 ,2944 ,3871 ,1242 ,2448 ,273 ,682 ,0 ,78 ,0 ,0 ,0 ,0 
5호선,서대문,9 ,0 ,3391 ,1023 ,6709 ,17459 ,19596 ,76650 ,25573 ,179377 ,18838 ,50476 ,18625 ,24462 ,21053 ,24246 ,22093 ,21263 ,21973 ,24154 ,26204 ,20326 ,33177 ,17297 ,45536 ,17596 ,80975 ,20674 ,122156 ,27995 ,35012 ,16658 ,28041 ,11904 ,24372 ,11516 ,17907 ,9497 ,5757 ,5533 ,706 ,1763 ,0 ,44 ,0 ,0 ,0 ,0 
5호선,광화문(세종문화회관),5 ,1 ,1121 ,1344 ,3591 ,35939 ,9541 ,91613 ,14142 ,285617 ,12390 ,133642 ,16192 ,64297 ,22482 ,58367 ,28080 ,49496 ,40452 ,50388 ,46954 ,39956 ,61847 ,33216 ,75461 ,32521 ,125196 ,38387 ,218720 ,43044 ,82546 ,21098 ,65987 ,10444 ,67342 ,8096 ,37860 ,5935 ,13764 ,3414 ,1509 ,922 ,0 ,4 ,0 ,0 ,0 ,0 
5호선,종로3가,54 ,3 ,1710 ,409 ,2545 ,6614 ,3690 ,16321 ,6444 ,45456 ,8300 ,37929 ,11163 ,32966 ,14106 ,35800 ,18779 ,34875 ,21872 ,34806 ,27377 ,30972 ,33192 ,30551 ,38744 ,31993 ,48406 ,37578 ,63009 ,47273 ,40027 ,29005 ,38275 ,16705 ,43303 ,13029 ,37691 ,10122 ,23270 ,6286 ,3481 ,2117 ,0 ,15 ,0 ,0 ,0 ,0 
5호선,을지로4가,1 ,1 ,496 ,488 ,964 ,6456 ,2460 ,19796 ,3997 ,45279 ,3958 ,20451 ,4631 ,12470 ,6422 ,12238 ,7482 ,10832 ,8994 ,9882 ,10452 ,8722 ,12007 ,8300 ,15370 ,7658 ,28542 ,7990 ,39546 ,8548 ,15815 ,4924 ,10671 ,3313 ,9138 ,2833 ,6214 ,2066 ,3188 ,1489 ,488 ,488 ,0 ,3 ,0 ,0 ,0 ,0 
5호선,동대문역사문화공원(DDP),0 ,0 ,230 ,251 ,706 ,2914 ,1361 ,10837 ,2661 ,31401 ,2927 ,11651 ,3488 ,4199 ,3233 ,3661 ,2798 ,3679 ,3101 ,3693 ,3778 ,3269 ,4105 ,3294 ,6180 ,3537 ,12517 ,4003 ,21253 ,3978 ,8261 ,2867 ,4377 ,2289 ,3612 ,2524 ,2473 ,2521 ,1129 ,1852 ,234 ,497 ,0 ,19 ,0 ,0 ,0 ,0 
5호선,청구,23 ,0 ,1848 ,329 ,2999 ,2164 ,7926 ,4458 ,11267 ,15715 ,7331 ,8376 ,5858 ,4595 ,5343 ,4046 ,5407 ,4724 ,5439 ,4883 ,5360 ,5048 ,5459 ,5424 ,7497 ,6331 ,8481 ,8526 ,13783 ,11708 ,8247 ,7599 ,5447 ,5573 ,4199 ,4786 ,3711 ,4859 ,1929 ,2896 ,258 ,877 ,0 ,0 ,0 ,0 ,0 ,0 
5호선,신금호,31 ,0 ,3206 ,502 ,7802 ,3246 ,21250 ,9800 ,31256 ,13559 ,16856 ,8500 ,10942 ,6424 ,10024 ,6773 ,10116 ,7923 ,9653 ,9052 ,9394 ,9824 ,9120 ,11756 ,11837 ,14446 ,10781 ,18720 ,11347 ,27653 ,8067 ,18433 ,5351 ,11804 ,4326 ,11260 ,3054 ,9822 ,1181 ,6044 ,324 ,2069 ,0 ,0 ,0 ,0 ,0 ,0 
